^Control Number^|^Email From^|^Sample Indicator^|^Date Sent^|^Date Received^|^Embedded Data Info^
^10k_DOCS_WITHOUT_NATIVES_0000007602^|^UPZ5JI74QW41CCURG55S^|^Yes^|^2038-03-15^|^2048-03-01^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007603^|^9TZTNI4LXC1BA7A6EM6N^|^No^|^2028-11-28^|^2022-09-18^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007604^|^FNOUT8RV7MKQ2947CVCW^|^Yes^|^2040-04-25^|^2039-02-21^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007605^|^WTGNP3R467MUSSUXWKOE^|^No^|^2034-08-25^|^2036-11-02^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007606^|^GRVA4IUH4K3SP59PYBON^|^Yes^|^2029-09-17^|^2042-10-06^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007607^|^260PYZBPWEHB6N5DY2KY^|^No^|^2025-01-25^|^2048-08-27^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007608^|^NCR9A2GQFBKBLDOKKJ6D^|^No^|^2049-05-29^|^2044-07-10^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007609^|^CXHQL4YITTC3M595IHMC^|^Yes^|^2048-01-25^|^2026-09-08^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007610^|^KHBAOUEA5JH0N5HCE87Q^|^Yes^|^2027-09-15^|^2030-05-06^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007611^|^4R56P6TQNBO7YWPQWHGD^|^No^|^2044-06-06^|^2042-08-23^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007612^|^ISZG2RRMQGXQEZSYGG3G^|^No^|^2027-05-19^|^2046-05-22^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007613^|^NA6AIDQX9JWD7DA54UDW^|^Yes^|^2046-07-06^|^2035-01-31^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007614^|^CR6FGJHNKU2CR6I6LYYJ^|^No^|^2046-11-12^|^2036-10-16^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007615^|^NJGC5Z8PVBEDBN0SNRY6^|^Yes^|^2033-04-24^|^2039-12-14^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007616^|^SJ9U15G4GUZDMDVI5L5L^|^Yes^|^2036-01-22^|^2029-09-19^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007617^|^ESWY3FJBWACGDZKJS4QX^|^Yes^|^2048-04-04^|^2020-10-20^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007618^|^I1VYNC8XXZJEVDNSEO4I^|^Yes^|^2028-02-01^|^2046-08-25^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007619^|^TKNPHR8XF5T1UUESTOS8^|^No^|^2044-11-24^|^2033-01-18^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007620^|^A7LSJL2GXQFJO5GOCUL5^|^No^|^2027-12-12^|^2029-09-02^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007621^|^L5UGHGXOZX0O3HTT56R0^|^Yes^|^2041-07-25^|^2037-04-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007622^|^HF926VZY49VND47GDTFM^|^Yes^|^2029-06-26^|^2043-08-27^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007623^|^U3H60MIQQ2RBM7RLLT2N^|^Yes^|^2038-06-05^|^2039-02-26^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007624^|^PYVV674Q705I4INJRH4D^|^No^|^2020-05-16^|^2042-09-09^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007625^|^LJZORY6DYV0T1I0WSY3L^|^No^|^2028-05-11^|^2034-07-07^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007626^|^Z4RWGSYA5MW864TU671R^|^No^|^2048-01-16^|^2034-02-17^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007627^|^2XI2D5EX50HPCPO6IQCG^|^No^|^2031-06-11^|^2036-09-24^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007628^|^TOG71J5UI0ZT9CCGL9U4^|^No^|^2045-03-13^|^2041-05-18^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007629^|^GM69CR4R82V092861C3O^|^Yes^|^2022-10-30^|^2043-10-27^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007630^|^ZZRK7V6S0X6KIXW1IZLC^|^No^|^2034-01-30^|^2035-07-13^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007631^|^TPEQO59C7MMCE1XQZCWO^|^No^|^2021-04-16^|^2027-06-22^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007632^|^M9R2PITYY4NVZ1RBMXDL^|^No^|^2044-10-14^|^2030-07-03^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007633^|^W6MXLNFQ50F3VAUTZ7ZV^|^No^|^2040-05-20^|^2043-03-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007634^|^6UWYQ2R6AV8F4I34PCXU^|^Yes^|^2048-10-17^|^2024-01-16^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007635^|^STT7VJHS7BU6TXREG0PI^|^No^|^2028-11-05^|^2031-06-11^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007636^|^AG1W625Z9LY12B05NZWV^|^Yes^|^2035-10-05^|^2048-09-26^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007637^|^J5WY5R6DMFPEYVY1IDDP^|^Yes^|^2028-01-19^|^2038-05-20^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007638^|^SFOLPOZLDJ7DP74OHX8Z^|^No^|^2043-10-16^|^2039-07-18^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007639^|^MJDJ6EX78FYRQ9WJT74Q^|^Yes^|^2025-05-09^|^2020-08-11^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007640^|^WT4IVCMRUJHB2JIWJDTF^|^Yes^|^2047-03-03^|^2048-06-20^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007641^|^GDMP9E32VMY9ZZ0UL8RS^|^No^|^2049-05-24^|^2047-04-06^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007642^|^Y6PRJ2VTX8S26KE4X4CF^|^No^|^2037-01-08^|^2026-08-07^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007643^|^DPPBTWYX0MXUMNH3VU01^|^Yes^|^2021-03-14^|^2042-05-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007644^|^0U4E037SP68J542PXQ84^|^Yes^|^2037-01-28^|^2029-06-03^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007645^|^M28VT5WBWE9UASHFCMKH^|^Yes^|^2034-10-01^|^2020-06-08^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007646^|^97QW7QME0YB6VAPZR84A^|^No^|^2028-10-16^|^2031-11-20^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007647^|^75ACG0SYYMTNZHEQ6QJU^|^Yes^|^2036-05-21^|^2025-12-20^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007648^|^RJ8SUCK7OAK7PHQJHGMY^|^No^|^2038-12-31^|^2040-02-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007649^|^20CA3JB5563NYLXWGUXJ^|^No^|^2023-07-12^|^2028-12-18^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007650^|^17JI6ISRNG43I88G5DM1^|^No^|^2033-12-30^|^2034-08-14^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007651^|^DZB3SQGWALRCK65GN5F5^|^No^|^2019-09-09^|^2032-04-09^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007652^|^X8RIGNWZ4P1FU6BHLHMU^|^No^|^2034-03-15^|^2026-09-16^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007653^|^W2HE4Q33BJWAQ8BJHOTG^|^Yes^|^2033-12-07^|^2020-12-24^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007654^|^49U4MZ88MO978R768N67^|^Yes^|^2029-02-18^|^2044-03-20^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007655^|^43YOUOV1J708K2DRJ0YC^|^No^|^2020-04-12^|^2026-06-24^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007656^|^D9U7L9K32DQPBD903P5L^|^No^|^2029-08-10^|^2024-10-15^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007657^|^5WCVQW3HOSHEATPVTSND^|^No^|^2032-07-03^|^2037-03-05^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007658^|^G1MCJW6HPTUZ9UB8TQOT^|^Yes^|^2033-09-22^|^2043-04-18^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007659^|^D6BWVY4EYKBYPOUOXF6X^|^No^|^2023-08-07^|^2030-03-17^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007660^|^SDWFTY5UYHTCHYFWE7VX^|^Yes^|^2031-12-09^|^2043-11-09^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007661^|^JG15DIR448AWPL4VCYKT^|^Yes^|^2024-12-04^|^2040-01-19^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007662^|^8JCLZXWUY7OOES1XYLWU^|^Yes^|^2042-11-25^|^2035-11-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007663^|^KLQYP0SWYEU7ZV97V6Y6^|^Yes^|^2028-10-23^|^2023-01-10^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007664^|^EY6REOFEHHUEKKYLSB42^|^No^|^2040-06-05^|^2022-01-02^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007665^|^9BXLPA8JYMIABD0WCLEG^|^Yes^|^2049-05-06^|^2029-10-31^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007666^|^LX6PGU4DPGZLAP2ZVFTO^|^No^|^2033-08-10^|^2022-07-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007667^|^TUTXKDUL58VLNTQQ493H^|^Yes^|^2019-12-12^|^2046-07-23^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007668^|^OLIF11ZC8W1AD2LARMZV^|^Yes^|^2022-06-04^|^2046-05-25^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007669^|^925CMIH39PXMQY16ATS6^|^No^|^2035-02-19^|^2041-06-10^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007670^|^UUUOSUBQ8O0UN8HM307S^|^Yes^|^2044-02-27^|^2020-08-14^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007671^|^OT0GSERXRSF90N8F284Q^|^No^|^2035-10-30^|^2046-02-15^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007672^|^I31TRECTXFSVH2WNPORZ^|^No^|^2047-04-10^|^2021-08-09^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007673^|^W4ZE0A2X7O2HHM132ITO^|^Yes^|^2029-03-28^|^2036-12-21^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007674^|^4NQ8S9NZM2KB4D1UWDI4^|^Yes^|^2031-05-27^|^2035-12-30^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007675^|^JS0JTCDIDXLBQDWV9YHW^|^No^|^2032-08-15^|^2029-07-16^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007676^|^JP3Y0TCIE5KX00Z38D7D^|^No^|^2037-02-16^|^2049-03-04^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007677^|^FD9H8DCKAY4X77EIKD11^|^No^|^2032-03-19^|^2021-02-03^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007678^|^AT5ZORQFXXB1MW3ENDNG^|^No^|^2031-02-05^|^2039-10-25^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007679^|^995IE8MAI50RD9H292RV^|^Yes^|^2025-06-28^|^2024-10-09^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007680^|^7WU57YNVV3X1M78S8KGB^|^Yes^|^2021-08-21^|^2022-08-07^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007681^|^OLR4OGVO98QVLCXTZJO3^|^No^|^2026-05-24^|^2046-11-30^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007682^|^8Y8HP9YBVTZACFD0H4JT^|^No^|^2022-11-28^|^2032-01-23^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007683^|^DVDI6T45A60BYE5GWVGR^|^No^|^2040-07-18^|^2034-06-16^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007684^|^PJXHT032B3O4TTO36MF5^|^No^|^2040-07-07^|^2045-07-28^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007685^|^2VKUGUUNSWOIN71DJP6H^|^Yes^|^2034-09-28^|^2020-07-01^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007686^|^RLLJ7UW2VL36VLS516H7^|^No^|^2046-02-24^|^2021-06-05^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007687^|^3OI5NIIY6RFVYZHBY0UO^|^Yes^|^2035-02-01^|^2041-01-03^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007688^|^CPBSKL09C49ILHLOTNG2^|^Yes^|^2025-10-02^|^2033-06-26^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007689^|^WIV9OOGW8A7R4JPMDIZD^|^Yes^|^2047-10-12^|^2042-04-25^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007690^|^0CIJVFKZUIZET1LNA6TS^|^No^|^2026-09-26^|^2026-03-08^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007691^|^8GGCJ0AQPK3AP7S23WA6^|^No^|^2048-08-08^|^2041-04-29^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007692^|^GPZREU1QY0L443QT4NYU^|^No^|^2019-10-23^|^2030-09-08^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007693^|^LL9GZV2WREMJ7TOIFRT8^|^No^|^2048-04-23^|^2042-08-04^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007694^|^VTUQRTJ7QN3MSC3O84DP^|^No^|^2024-09-02^|^2028-06-03^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007695^|^OXWHO1G09WCHQMZTX479^|^No^|^2033-09-23^|^2026-04-22^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007696^|^NP51O3575XK5T5AC7WW5^|^No^|^2037-11-13^|^2029-02-28^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007697^|^DRGJKK7K7Y50VPH5WJKT^|^Yes^|^2043-10-20^|^2043-04-07^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007698^|^QUCYEB3DKL05A4C4EN1L^|^Yes^|^2045-02-23^|^2022-06-10^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007699^|^47OGG70F2SDIP1V02VXV^|^No^|^2031-10-26^|^2035-06-08^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007700^|^72AVOB7QZCMJN9JLKIC6^|^Yes^|^2049-01-27^|^2048-06-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007701^|^TY860C9J3RT1D8BCJKAE^|^Yes^|^2020-01-01^|^2035-10-25^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007702^|^G56SB1EV09ZG28XTC0OO^|^Yes^|^2029-04-05^|^2036-07-28^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007703^|^MDOOYENSV9X5IVB5Y3UT^|^Yes^|^2039-06-08^|^2049-06-21^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007704^|^WJLBCDI843292UUY27FT^|^No^|^2034-08-16^|^2028-01-24^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007705^|^96VNGU4ZDUMQIDYA6A1B^|^Yes^|^2040-01-09^|^2033-12-19^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007706^|^ZOQ2DWKBI4LR1KASFM7Z^|^Yes^|^2024-10-20^|^2027-02-26^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007707^|^UKBCG1WAGDI877I44A88^|^No^|^2030-06-08^|^2025-11-28^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007708^|^4LCMINH6LC7NTTH9K8NT^|^Yes^|^2048-04-14^|^2044-03-01^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007709^|^X1IL4O33H0VB31FCQE2L^|^Yes^|^2045-12-29^|^2034-05-20^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007710^|^EGQRX8OGOVQQD9FAKN3H^|^No^|^2029-03-06^|^2038-06-15^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007711^|^TPKDZC1LCBQCCOOOFV24^|^Yes^|^2031-09-04^|^2031-06-11^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007712^|^0VRWMXA6ZRRLC7T6OSL9^|^Yes^|^2031-10-11^|^2040-02-26^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007713^|^9KK3XPZ5DBI053DJMDOM^|^Yes^|^2023-12-29^|^2031-04-25^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007714^|^LEH9Z2PMVPVZKC5B4KAC^|^Yes^|^2030-11-14^|^2033-04-03^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007715^|^VCFBTZLNNXB12DIZJWFF^|^No^|^2045-02-26^|^2037-04-11^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007716^|^D8SRQGP1XLKNXDDT087U^|^No^|^2047-01-10^|^2032-02-27^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007717^|^VCZPN0GRXQ1GZWRM8QJZ^|^No^|^2023-10-26^|^2047-10-02^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007718^|^KJCKDABKLA1ZO0GD6LOE^|^Yes^|^2035-06-22^|^2046-11-16^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007719^|^2E6PA3OY2GGDRN94724Q^|^No^|^2024-12-12^|^2025-10-16^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007720^|^UT2A2KLFHWFX6NX9R4DG^|^Yes^|^2032-08-26^|^2043-03-12^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007721^|^B588QQ0B5E1DPXVMS2EU^|^Yes^|^2044-04-07^|^2024-01-15^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007722^|^Z83JZUR75L7L9A4YRC8H^|^Yes^|^2044-11-02^|^2022-02-04^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007723^|^OYBAK9LPMLNUXVHDELM5^|^No^|^2037-10-28^|^2043-04-10^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007724^|^1Q6ZRKPY9VOIX70JXGDN^|^No^|^2039-07-16^|^2037-08-15^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007725^|^NPZUK376OHDOGUSUNROY^|^Yes^|^2019-12-22^|^2036-05-09^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007726^|^VXHI0LYVQT5EYYTVRRL0^|^Yes^|^2022-08-03^|^2038-05-17^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007727^|^6E8ISHLWAPOGK6F894GA^|^No^|^2043-08-12^|^2020-03-13^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007728^|^4H61IAFOINHW0OGI0WD7^|^Yes^|^2030-04-05^|^2033-04-30^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007729^|^S882K6IYAEZAIVBWOB7Q^|^No^|^2026-12-01^|^2038-09-26^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007730^|^P68RM0S8E23F7AXFX3QS^|^Yes^|^2038-10-09^|^2036-01-24^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007731^|^L818LMJ8W83ZA165R15Q^|^Yes^|^2048-10-07^|^2033-12-18^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007732^|^746CSR9G9Q9SF4IVYHYI^|^No^|^2047-05-28^|^2027-09-15^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007733^|^4MFBPDP8YJM8RFW4J8X3^|^Yes^|^2020-11-09^|^2035-05-26^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007734^|^J04T2WV5BXDGXE4QBE3S^|^Yes^|^2031-10-11^|^2033-08-30^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007735^|^M2JNDM35T35DE602OJUI^|^Yes^|^2048-09-01^|^2044-12-01^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007736^|^VD5SPRH4QYPYIE7J7E2F^|^No^|^2046-04-19^|^2032-05-31^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007737^|^U0SVUF27KXA9C7KM82FQ^|^Yes^|^2044-10-30^|^2026-10-14^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007738^|^M0Y0D91BV7QNOQGI4Z4S^|^Yes^|^2019-09-15^|^2040-01-10^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
^10k_DOCS_WITHOUT_NATIVES_0000007739^|^YZPVMQC52XPNXC0NBHYQ^|^Yes^|^2043-07-31^|^2041-08-28^|^KEPLER_DOCUMENT_REPOSITORY_LONG^
